"report_id"	"sample_id"	"reference_id"	"workflow"	"level"	"message"
"_no_group_defined_"	"Solivo1"	"NA"	"GENOME_ASSEMBLY"	"WARNING"	"Sample could not be assembled, possibly due to short read lengh or low quality. Check Spades' logs for more details."
